Object,Th-MaStar,Th-MaStar,Th-MaStar,Th-MaStar,Th-MaStar,Th-MaStar,E-MaStar,E-MaStar,Conroy,Conroy
NGC6397_2015-04-13,2.444e+00 $\pm$ 0.000e+00,-1.775e+00 $\pm$ 0.000e+00,2.018e+00 $\pm$ 0.000e+00,-2.029e+00 $\pm$ 0.000e+00,3.101e+00 $\pm$ 1.170e+00,-2.029e+00 $\pm$ 0.000e+00,9.815e-01 $\pm$ 0.000e+00,-2.029e+00 $\pm$ 0.000e+00,5.220e+00 $\pm$ 0.000e+00,-1.221e+00 $\pm$ 0.000e+00
NGC6440_2016-10-03,1.276e+01 $\pm$ 9.761e+00,-3.411e-01 $\pm$ 3.175e-01,5.007e+00 $\pm$ 0.000e+00,-2.806e-04 $\pm$ 0.000e+00,1.263e+01 $\pm$ 2.296e+00,-5.810e-01 $\pm$ 3.235e-01,1.079e+01 $\pm$ 3.440e-01,-3.482e-01 $\pm$ 2.110e-02,6.740e+00 $\pm$ 3.600e-01,-4.432e-01 $\pm$ 6.013e-02
NGC6441_2015-04-15,8.095e-01 $\pm$ 0.000e+00,-7.800e-02 $\pm$ 0.000e+00,1.086e+01 $\pm$ 4.332e-02,-7.090e-01 $\pm$ 0.000e+00,8.913e-01 $\pm$ 0.000e+00,-6.620e-01 $\pm$ 0.000e+00,8.955e-01 $\pm$ 4.300e-01,2.942e-03 $\pm$ 1.304e-02,8.900e+00 $\pm$ 0.000e+00,-5.033e-01 $\pm$ 0.000e+00
NGC6522_2016-04-02,7.045e+00 $\pm$ 0.000e+00,-1.211e+00 $\pm$ 0.000e+00,9.166e+00 $\pm$ 1.733e+00,-1.040e+00 $\pm$ 1.962e-01,5.007e+00 $\pm$ 0.000e+00,-1.332e+00 $\pm$ 0.000e+00,7.776e+00 $\pm$ 0.000e+00,-1.077e+00 $\pm$ 8.496e-02,1.034e+01 $\pm$ 0.000e+00,-1.260e+00 $\pm$ 0.000e+00
NGC6528_2015-04-13,6.056e+00 $\pm$ 2.064e+00,1.080e-01 $\pm$ 1.087e-01,6.003e+00 $\pm$ 1.993e+00,-2.806e-04 $\pm$ 0.000e+00,1.298e+01 $\pm$ 0.000e+00,-3.271e-01 $\pm$ 0.000e+00,8.507e+00 $\pm$ 0.000e+00,9.317e-03 $\pm$ 0.000e+00,4.940e+00 $\pm$ 0.000e+00,-5.733e-03 $\pm$ 0.000e+00
NGC6541_2015-04-14,5.110e+00 $\pm$ 1.763e+00,-1.775e+00 $\pm$ 2.544e-01,1.064e+01 $\pm$ 0.000e+00,-1.616e+00 $\pm$ 0.000e+00,7.216e+00 $\pm$ 4.332e-02,-2.029e+00 $\pm$ 0.000e+00,1.001e+01 $\pm$ 2.236e+00,-1.408e+00 $\pm$ 2.080e-01,6.860e+00 $\pm$ 0.000e+00,-1.466e+00 $\pm$ 0.000e+00
NGC6553_2015-04-15,6.357e+00 $\pm$ 4.300e+00,3.178e-01 $\pm$ 6.533e-02,7.996e+00 $\pm$ 4.332e-02,2.007e-01 $\pm$ 2.041e-03,8.993e+00 $\pm$ 0.000e+00,2.007e-01 $\pm$ 0.000e+00,5.841e+00 $\pm$ 1.204e+00,1.871e-02 $\pm$ 5.965e-02,6.940e+00 $\pm$ 1.960e+00,-5.733e-03 $\pm$ 1.625e-02
NGC6569_2015-08-10,9.883e+00 $\pm$ 1.376e+00,-1.040e+00 $\pm$ 6.565e-02,5.007e+00 $\pm$ 1.170e+00,-1.006e+00 $\pm$ 3.584e-01,7.996e+00 $\pm$ 2.079e+00,-1.006e+00 $\pm$ 0.000e+00,2.917e+00 $\pm$ 0.000e+00,-7.259e-01 $\pm$ 1.686e-02,1.098e+01 $\pm$ 4.000e-01,-4.756e-01 $\pm$ 4.468e-02
NGC6584_2015-08-08,1.281e+01 $\pm$ 3.354e+00,-2.029e+00 $\pm$ 2.544e-01,1.099e+01 $\pm$ 0.000e+00,-2.029e+00 $\pm$ 0.000e+00,8.733e+00 $\pm$ 8.665e-02,-2.029e+00 $\pm$ 0.000e+00,6.830e+00 $\pm$ 2.064e+00,-1.616e+00 $\pm$ 3.480e-01,1.286e+01 $\pm$ 0.000e+00,-1.466e+00 $\pm$ 0.000e+00
NGC6624_2015-07-09,1.177e+01 $\pm$ 1.032e+00,-7.259e-01 $\pm$ 0.000e+00,2.971e+00 $\pm$ 0.000e+00,-6.771e-01 $\pm$ 0.000e+00,2.971e+00 $\pm$ 0.000e+00,-6.928e-01 $\pm$ 0.000e+00,3.992e+00 $\pm$ 0.000e+00,-3.203e-01 $\pm$ 3.877e-02,4.980e+00 $\pm$ 0.000e+00,-5.033e-01 $\pm$ 0.000e+00
NGC6637_2015-07-09,7.690e+00 $\pm$ 5.289e+00,-6.771e-01 $\pm$ 3.287e-01,2.927e+00 $\pm$ 0.000e+00,-6.928e-01 $\pm$ 0.000e+00,6.003e+00 $\pm$ 0.000e+00,-6.928e-01 $\pm$ 0.000e+00,8.808e+00 $\pm$ 4.300e-01,-7.259e-01 $\pm$ 1.755e-02,6.900e+00 $\pm$ 0.000e+00,-5.033e-01 $\pm$ 0.000e+00
NGC6652_2015-08-08,7.862e+00 $\pm$ 8.600e-02,-9.742e-01 $\pm$ 8.294e-02,7.780e+00 $\pm$ 3.033e-01,-8.007e-01 $\pm$ 3.165e-01,9.426e+00 $\pm$ 8.231e-01,-1.040e+00 $\pm$ 0.000e+00,8.808e+00 $\pm$ 1.720e-01,-1.006e+00 $\pm$ 0.000e+00,1.050e+01 $\pm$ 0.000e+00,-7.106e-01 $\pm$ 0.000e+00
NGC6656_2015-07-09,1.027e+01 $\pm$ 2.537e+00,-1.616e+00 $\pm$ 4.137e-01,8.906e+00 $\pm$ 5.199e-01,-1.616e+00 $\pm$ 1.163e-01,7.650e+00 $\pm$ 2.989e+00,-1.775e+00 $\pm$ 5.635e-01,1.173e+01 $\pm$ 4.300e-02,-1.408e+00 $\pm$ 3.673e-01,1.066e+01 $\pm$ 0.000e+00,-1.405e+00 $\pm$ 0.000e+00
NGC6681_2015-08-10,7.733e+00 $\pm$ 2.580e+00,-1.162e+00 $\pm$ 8.675e-01,8.689e+00 $\pm$ 0.000e+00,-2.029e+00 $\pm$ 1.023e+00,8.993e+00 $\pm$ 0.000e+00,-2.029e+00 $\pm$ 0.000e+00,3.949e+00 $\pm$ 0.000e+00,-1.499e+00 $\pm$ 2.757e-01,8.820e+00 $\pm$ 0.000e+00,-1.405e+00 $\pm$ 0.000e+00
NGC6715_2015-07-09,2.917e+00 $\pm$ 9.890e-01,-1.006e+00 $\pm$ 4.488e-01,7.996e+00 $\pm$ 0.000e+00,-1.775e+00 $\pm$ 0.000e+00,4.704e+00 $\pm$ 3.899e-01,-1.077e+00 $\pm$ 0.000e+00,3.992e+00 $\pm$ 8.600e-02,-9.448e-01 $\pm$ 2.944e-02,5.500e+00 $\pm$ 5.200e-01,-1.040e+00 $\pm$ 1.627e-01
NGC6717_2016-04-01,5.110e+00 $\pm$ 3.655e+00,-1.040e+00 $\pm$ 2.965e-01,5.007e+00 $\pm$ 2.123e+00,-1.006e+00 $\pm$ 1.390e-01,3.014e+00 $\pm$ 0.000e+00,-3.780e-01 $\pm$ 0.000e+00,3.992e+00 $\pm$ 2.279e+00,-3.203e-01 $\pm$ 5.014e-01,4.900e+00 $\pm$ 0.000e+00,-5.106e-01 $\pm$ 0.000e+00
NGC6723_2016-09-29,7.991e+00 $\pm$ 0.000e+00,-8.913e-01 $\pm$ 0.000e+00,7.650e+00 $\pm$ 1.950e+00,-1.006e+00 $\pm$ 1.145e-01,8.083e+00 $\pm$ 0.000e+00,-1.006e+00 $\pm$ 0.000e+00,7.905e+00 $\pm$ 1.720e-01,-9.742e-01 $\pm$ 8.294e-02,8.780e+00 $\pm$ 0.000e+00,-9.934e-01 $\pm$ 0.000e+00
NGC6752_2015-04-14,1.023e+01 $\pm$ 2.580e-01,-2.029e+00 $\pm$ 8.675e-01,8.776e+00 $\pm$ 6.065e-01,-1.616e+00 $\pm$ 2.836e-01,7.996e+00 $\pm$ 1.300e-01,-1.775e+00 $\pm$ 0.000e+00,1.259e+01 $\pm$ 2.881e+00,-2.029e+00 $\pm$ 1.023e+00,8.980e+00 $\pm$ 4.000e-02,-1.466e+00 $\pm$ 0.000e+00
NGC6809_2015-08-09,5.970e+00 $\pm$ 1.720e-01,-2.029e+00 $\pm$ 5.301e-01,3.014e+00 $\pm$ 0.000e+00,-1.117e+00 $\pm$ 0.000e+00,2.484e-02 $\pm$ 0.000e+00,-7.259e-01 $\pm$ 1.688e-01,2.917e+00 $\pm$ 0.000e+00,-2.029e+00 $\pm$ 0.000e+00,1.100e+00 $\pm$ 8.000e-02,-1.466e+00 $\pm$ 2.056e-01
NGC6838_2015-08-08,1.186e+01 $\pm$ 1.075e+00,-1.040e+00 $\pm$ 0.000e+00,2.364e+00 $\pm$ 1.386e+00,-1.006e+00 $\pm$ 1.145e-01,3.924e+00 $\pm$ 0.000e+00,-1.006e+00 $\pm$ 0.000e+00,1.036e+01 $\pm$ 0.000e+00,-8.913e-01 $\pm$ 0.000e+00,8.580e+00 $\pm$ 5.200e-01,-6.773e-01 $\pm$ 2.543e-01
NGC6864_2015-08-10,4.895e+00 $\pm$ 8.600e-02,-7.090e-01 $\pm$ 1.127e-01,8.949e+00 $\pm$ 8.665e-02,-1.499e+00 $\pm$ 2.757e-01,8.819e+00 $\pm$ 4.332e-02,-1.077e+00 $\pm$ 2.551e-01,3.003e+00 $\pm$ 0.000e+00,-1.040e+00 $\pm$ 0.000e+00,6.780e+00 $\pm$ 0.000e+00,-9.513e-01 $\pm$ 0.000e+00
NGC6934_2015-08-08,5.712e+00 $\pm$ 8.170e-01,-1.775e+00 $\pm$ 0.000e+00,1.276e+01 $\pm$ 2.166e-01,-2.029e+00 $\pm$ 0.000e+00,6.003e+00 $\pm$ 0.000e+00,-1.775e+00 $\pm$ 0.000e+00,1.005e+01 $\pm$ 2.537e+00,-2.029e+00 $\pm$ 0.000e+00,8.860e+00 $\pm$ 0.000e+00,-1.466e+00 $\pm$ 0.000e+00
NGC7006_2015-08-09,8.507e+00 $\pm$ 1.247e+00,-2.029e+00 $\pm$ 9.894e-01,8.863e+00 $\pm$ 0.000e+00,-2.029e+00 $\pm$ 0.000e+00,8.126e+00 $\pm$ 2.166e-01,-1.775e+00 $\pm$ 0.000e+00,7.862e+00 $\pm$ 1.849e+00,-2.029e+00 $\pm$ 0.000e+00,7.220e+00 $\pm$ 6.400e-01,-1.466e+00 $\pm$ 2.447e-01
NGC7078_2015-07-09,5.927e+00 $\pm$ 8.600e-02,-2.029e+00 $\pm$ 0.000e+00,7.000e+00 $\pm$ 0.000e+00,-2.029e+00 $\pm$ 0.000e+00,7.000e+00 $\pm$ 8.665e-02,-2.029e+00 $\pm$ 0.000e+00,3.390e+00 $\pm$ 5.160e-01,-2.029e+00 $\pm$ 0.000e+00,2.020e+00 $\pm$ 0.000e+00,-1.351e+00 $\pm$ 0.000e+00
NGC7089_2015-07-09,8.851e+00 $\pm$ 2.107e+00,-2.029e+00 $\pm$ 0.000e+00,8.213e+00 $\pm$ 4.766e-01,-2.029e+00 $\pm$ 0.000e+00,7.736e+00 $\pm$ 0.000e+00,-1.775e+00 $\pm$ 0.000e+00,8.851e+00 $\pm$ 6.880e-01,-2.029e+00 $\pm$ 0.000e+00,8.860e+00 $\pm$ 0.000e+00,1.993e-01 $\pm$ 0.000e+00
NGC7099_2015-07-09,5.540e+00 $\pm$ 0.000e+00,-1.332e+00 $\pm$ 0.000e+00,4.011e+00 $\pm$ 0.000e+00,-2.029e+00 $\pm$ 0.000e+00,4.011e+00 $\pm$ 0.000e+00,-2.029e+00 $\pm$ 0.000e+00,1.584e+00 $\pm$ 0.000e+00,3.493e-01 $\pm$ 0.000e+00,1.380e+00 $\pm$ 0.000e+00,-6.174e-01 $\pm$ 2.274e-01
NGC7099_2016-09-30,4.938e+00 $\pm$ 0.000e+00,-2.029e+00 $\pm$ 0.000e+00,4.011e+00 $\pm$ 0.000e+00,-2.029e+00 $\pm$ 0.000e+00,3.014e+00 $\pm$ 0.000e+00,-2.029e+00 $\pm$ 0.000e+00,1.584e+00 $\pm$ 0.000e+00,3.493e-01 $\pm$ 0.000e+00,4.900e+00 $\pm$ 0.000e+00,-1.260e+00 $\pm$ 0.000e+00
NGC7099_2016-10-01,4.938e+00 $\pm$ 0.000e+00,-2.029e+00 $\pm$ 0.000e+00,2.018e+00 $\pm$ 0.000e+00,-2.029e+00 $\pm$ 0.000e+00,3.967e+00 $\pm$ 0.000e+00,-1.775e+00 $\pm$ 0.000e+00,9.815e-01 $\pm$ 0.000e+00,-2.029e+00 $\pm$ 0.000e+00,2.860e+00 $\pm$ 0.000e+00,1.993e-01 $\pm$ 0.000e+00
